starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:06 2023	1695938886	0	6	6	6
Thu Sep 28 18:08:06 2023	1695938886	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	5
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:02 2023	1695938882	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:06 2023	1695938886	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	6	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	6	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	6	7	6
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	6	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	6	7	6
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	6
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	6
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	6
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:06 2023	1695938886	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	7	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:05 2023	1695938885	0	7	7	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	7	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	7	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	8	7
Thu Sep 28 18:08:02 2023	1695938882	0	7	8	7
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	7	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	7
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	7
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	7
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
