starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:02 2023	1695938882	0	12	13	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	13	12
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	12
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	12
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	12
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:06 2023	1695938886	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	12
Thu Sep 28 18:08:02 2023	1695938882	0	13	13	12
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:02 2023	1695938882	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:06 2023	1695938886	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	12
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	13	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:04 2023	1695938884	0	13	13	13
Thu Sep 28 18:08:03 2023	1695938883	0	13	14	13
Thu Sep 28 18:08:05 2023	1695938885	0	13	14	13
Thu Sep 28 18:08:02 2023	1695938882	0	14	14	13
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	13
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	13
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	13
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	13
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	13
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	13
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:06 2023	1695938886	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:02 2023	1695938882	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:06 2023	1695938886	0	14	14	13
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:06 2023	1695938886	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:02 2023	1695938882	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:06 2023	1695938886	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:03 2023	1695938883	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:04 2023	1695938884	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	14	14
Thu Sep 28 18:08:05 2023	1695938885	0	14	15	14
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	14
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	14
Thu Sep 28 18:08:04 2023	1695938884	0	15	15	15
Thu Sep 28 18:08:03 2023	1695938883	0	15	15	15
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	14
Thu Sep 28 18:08:03 2023	1695938883	0	15	15	15
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	15
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	15
Thu Sep 28 18:08:04 2023	1695938884	0	15	15	15
Thu Sep 28 18:08:06 2023	1695938886	0	15	15	15
Thu Sep 28 18:08:04 2023	1695938884	0	15	15	15
Thu Sep 28 18:08:03 2023	1695938883	0	15	15	15
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	15
Thu Sep 28 18:08:06 2023	1695938886	0	15	15	15
Thu Sep 28 18:08:03 2023	1695938883	0	15	15	15
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	15
Thu Sep 28 18:08:02 2023	1695938882	0	15	15	15
Thu Sep 28 18:08:03 2023	1695938883	0	15	15	15
Thu Sep 28 18:08:05 2023	1695938885	0	15	15	15
Thu Sep 28 18:08:03 2023	1695938883	0	15	15	15
Thu Sep 28 18:08:02 2023	1695938882	0	15	15	15
Thu Sep 28 18:08:04 2023	1695938884	0	16	16	15
Thu Sep 28 18:08:04 2023	1695938884	0	16	16	15
Thu Sep 28 18:08:05 2023	1695938885	0	16	16	15
Thu Sep 28 18:08:05 2023	1695938885	0	16	16	16
Thu Sep 28 18:08:06 2023	1695938886	0	16	16	16
Thu Sep 28 18:08:04 2023	1695938884	0	16	16	16
Thu Sep 28 18:08:03 2023	1695938883	0	16	16	16
Thu Sep 28 18:08:05 2023	1695938885	0	16	16	16
Thu Sep 28 18:08:05 2023	1695938885	0	16	16	16
Thu Sep 28 18:08:04 2023	1695938884	0	16	16	16
Thu Sep 28 18:08:05 2023	1695938885	0	16	16	16
Thu Sep 28 18:08:04 2023	1695938884	0	16	16	16
Thu Sep 28 18:08:05 2023	1695938885	0	16	16	16
Thu Sep 28 18:08:03 2023	1695938883	0	16	16	16
Thu Sep 28 18:08:06 2023	1695938886	0	16	16	16
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	16
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:06 2023	1695938886	0	17	17	16
Thu Sep 28 18:08:03 2023	1695938883	0	17	17	17
Thu Sep 28 18:08:03 2023	1695938883	0	17	17	17
Thu Sep 28 18:08:03 2023	1695938883	0	17	17	17
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:05 2023	1695938885	0	17	17	17
Thu Sep 28 18:08:03 2023	1695938883	0	17	17	17
Thu Sep 28 18:08:03 2023	1695938883	0	17	17	17
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:04 2023	1695938884	0	17	17	17
Thu Sep 28 18:08:02 2023	1695938882	0	17	17	17
Thu Sep 28 18:08:06 2023	1695938886	0	17	17	17
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	17
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	17
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	17
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	17
Thu Sep 28 18:08:06 2023	1695938886	0	18	18	18
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	17
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:06 2023	1695938886	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	18
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:05 2023	1695938885	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	18
Thu Sep 28 18:08:06 2023	1695938886	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:06 2023	1695938886	0	18	18	18
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:05 2023	1695938885	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:04 2023	1695938884	0	18	18	18
Thu Sep 28 18:08:03 2023	1695938883	0	18	18	18
Thu Sep 28 18:08:06 2023	1695938886	0	19	19	18
Thu Sep 28 18:08:03 2023	1695938883	0	19	19	18
Thu Sep 28 18:08:04 2023	1695938884	0	19	19	18
Thu Sep 28 18:08:06 2023	1695938886	0	19	19	19
Thu Sep 28 18:08:06 2023	1695938886	0	19	19	19
Thu Sep 28 18:08:06 2023	1695938886	0	19	19	19
Thu Sep 28 18:08:05 2023	1695938885	0	19	19	19
Thu Sep 28 18:08:04 2023	1695938884	0	19	19	19
Thu Sep 28 18:08:05 2023	1695938885	0	19	19	19
Thu Sep 28 18:08:04 2023	1695938884	0	20	20	19
Thu Sep 28 18:08:06 2023	1695938886	0	20	20	20
Thu Sep 28 18:08:04 2023	1695938884	0	20	20	20
Thu Sep 28 18:08:05 2023	1695938885	0	20	20	20
Thu Sep 28 18:08:04 2023	1695938884	0	20	20	20
Thu Sep 28 18:08:04 2023	1695938884	0	20	20	20
Thu Sep 28 18:08:06 2023	1695938886	0	20	20	20
Thu Sep 28 18:08:06 2023	1695938886	0	21	21	21
Thu Sep 28 18:08:04 2023	1695938884	0	22	22	22
Thu Sep 28 18:08:06 2023	1695938886	0	23	23	23
Thu Sep 28 18:08:04 2023	1695938884	0	24	24	24
Thu Sep 28 18:08:06 2023	1695938886	0	24	24	24
Thu Sep 28 18:08:04 2023	1695938884	0	25	25	25
Thu Sep 28 18:08:05 2023	1695938885	0	26	26	26
Thu Sep 28 18:08:06 2023	1695938886	0	28	28	28
Thu Sep 28 18:08:05 2023	1695938885	0	31	31	31
Thu Sep 28 18:08:05 2023	1695938885	0	31	31	31
Thu Sep 28 18:08:06 2023	1695938886	0	31	31	31
Thu Sep 28 18:08:06 2023	1695938886	0	32	32	32
Thu Sep 28 18:08:06 2023	1695938886	0	32	32	32
Thu Sep 28 18:08:06 2023	1695938886	0	33	33	33
Thu Sep 28 18:08:05 2023	1695938885	0	34	34	34
Thu Sep 28 18:08:06 2023	1695938886	0	35	35	35
Thu Sep 28 18:08:05 2023	1695938885	0	35	35	35
Thu Sep 28 18:08:06 2023	1695938886	0	35	35	35
Thu Sep 28 18:08:05 2023	1695938885	0	36	36	36
Thu Sep 28 18:08:05 2023	1695938885	0	36	36	36
Thu Sep 28 18:08:06 2023	1695938886	0	37	37	37
Thu Sep 28 18:08:05 2023	1695938885	0	38	38	38
Thu Sep 28 18:08:05 2023	1695938885	0	39	39	39
Thu Sep 28 18:08:06 2023	1695938886	0	39	39	39
Thu Sep 28 18:08:05 2023	1695938885	0	50	50	50
Thu Sep 28 18:08:05 2023	1695938885	0	53	53	53
Thu Sep 28 18:08:05 2023	1695938885	0	54	54	54
Thu Sep 28 18:08:02 2023	1695938882	0	107	107	106
